idcliente,plan_internacional_preferente,plan_internet_ilimitado,mb_navegados,total_minutos_horario_normal,total_llamadas_horario_normal,cobro_llamadas_horario_normal,total_minutos_horario_reducido,total_llamadas_horario_reducido,cobro_llamadas_horario_reducido,total_minutos_horario_nocturno,total_llamadas_horario_nocturno,cobro_llamadas_horario_nocturno,total_minutos_llamadas_internacionales,total_llamadas_internacionales,cobro_llamadas_internacionales,llamadas_a_servicio_de_atencion_al_cliente,fuga
4142,No,No,0,255.5,93,23935,224.4,122,10508,317.3,85,7868,12.7,4,1890,1,Fugado
4143,No,No,0,101.7,71,9527,223.2,102,10452,182.1,112,4513,7.3,3,1085,3,Vigente
4144,No,No,0,227.9,105,21346,218.7,118,10243,223.2,120,5532,14.2,5,2110,3,Vigente
4145,No,No,0,185,113,17329,106.5,125,4987,167.3,78,4149,12,2,1785,0,Vigente
4146,No,No,0,142.2,96,13318,164.9,107,7725,183.7,92,4557,7.1,4,1058,1,Vigente
4147,No,No,0,140,100,13114,174.7,102,8182,258.5,111,6408,13.3,4,1978,1,Vigente
4148,No,No,0,157.5,96,14756,271.7,107,12723,138.2,84,3427,10.7,6,1592,2,Vigente
4149,No,No,0,237.5,130,22249,213.2,85,9984,194.1,107,4810,10.1,3,1504,0,Vigente
4150,No,No,0,164.5,79,15411,110.3,108,5168,203.9,102,5058,9.8,2,1460,1,Vigente
4151,No,Si,1000,190.7,100,17863,177.7,114,8320,167.3,100,4149,12.8,2,1906,0,Vigente
4152,No,No,0,215.5,81,20189,170.9,100,8006,170.3,59,4221,10.3,3,1532,1,Vigente
4153,No,Si,1200,119.9,83,11229,237.7,98,11130,187.6,159,4650,16.6,2,2468,1,Vigente
4154,Si,No,0,196.7,100,18425,210.2,109,9846,173.8,83,4309,7.8,1,967,4,Fugado
4155,No,No,0,230.7,122,21610,204.7,134,9587,142,86,3521,8.7,3,1295,2,Vigente
4156,No,No,0,131.3,39,12298,242.9,101,11378,278.8,100,6915,8.5,2,1267,2,Vigente
4157,No,No,0,167.2,100,15659,141.2,87,6612,251.3,76,6232,6.1,6,909,3,Vigente
4158,No,No,0,222.3,102,20822,173.8,123,8138,297.2,97,7367,5.7,2,849,0,Fugado
4159,No,No,0,198.6,92,18602,349.4,99,16365,221.7,83,5499,7.3,6,1085,2,Fugado
4160,No,No,0,139.4,109,13059,223.8,121,10480,244.9,105,6072,4.6,3,683,1,Vigente
4161,No,No,0,130.4,121,12216,219.9,103,10298,84.1,85,2083,9.8,3,1460,2,Vigente
4162,No,No,0,184.6,88,17290,148.8,98,6970,309.7,58,7681,14.3,2,2127,3,Vigente
4163,Si,No,0,169.7,96,15896,131.8,94,6171,245.1,86,6078,14.2,4,1761,0,Fugado
4164,No,No,0,153.2,131,14348,116.6,85,5460,218.5,74,5416,10.1,5,1504,1,Vigente
4165,No,No,0,224.5,96,21032,191.2,72,8954,214.5,100,5317,9.1,1,1355,2,Vigente
4166,No,No,0,247.8,95,23214,255.1,98,11946,224.1,105,5554,9.5,6,1416,1,Fugado
4167,Si,No,0,177.1,104,16591,217.4,97,10182,191.8,131,4755,9.7,5,1203,2,Vigente
4168,No,No,0,134.5,119,12601,119.7,104,5604,250.7,112,6215,9.3,5,1383,0,Vigente
4169,No,Si,3800,201.8,66,18905,200.1,87,9373,173.7,112,4309,9.5,3,1416,0,Vigente
4170,No,No,0,180.5,114,16910,117.9,80,5521,192.9,97,4783,10.2,4,1515,2,Vigente
4171,No,Si,4000,164.5,95,15411,228.7,82,10711,194.7,97,4827,7.4,1,1102,4,Vigente
4172,Si,Si,1900,171.9,96,16100,198.4,111,9290,321.7,76,7978,10.5,1,1302,1,Fugado
4173,No,No,0,244.2,83,22872,262,72,12271,144.5,113,3582,7,4,1041,1,Vigente
4174,No,No,0,221.4,69,20740,195.2,53,9141,120.6,91,2992,13.7,4,2039,1,Vigente
4175,No,No,0,241.5,114,22624,195.2,94,9141,201.6,93,4998,14.1,3,2099,3,Vigente
4176,No,No,0,116.5,77,10915,186.1,111,8717,180.6,72,4480,16.1,2,2397,3,Vigente
4177,No,No,0,158.1,107,14811,181.5,101,8502,200.3,126,4965,8.3,7,1234,1,Vigente
4178,No,No,0,121.6,81,11389,191.3,109,8959,231.4,81,5736,8.6,5,1278,3,Vigente
4179,No,No,0,178.3,94,16701,264.4,74,12381,284.6,109,7058,15,2,2232,0,Vigente
4180,No,No,0,215.8,79,20216,112.7,85,5279,221.8,109,5499,5.6,4,832,2,Vigente
4181,No,Si,2800,222.5,134,20844,177.8,106,8326,194.6,90,4827,9.7,4,1444,2,Vigente
4182,No,No,0,264.5,75,24778,179.2,91,8392,141.9,93,3521,8,1,1190,1,Vigente
4183,No,Si,2300,123.7,93,11588,139.1,74,6513,174.5,118,4325,10.6,2,1576,1,Vigente
4184,No,No,0,244.8,76,22933,77.2,100,3615,222.8,102,5527,10,3,1488,0,Vigente
4185,No,No,0,212.8,108,19935,212,115,9929,235.9,96,5852,9.8,11,1460,0,Vigente
4186,No,No,0,297.4,63,27859,118.4,108,5543,242.3,72,6006,11,2,1636,2,Fugado
4187,No,No,0,147.8,95,13847,201.4,72,9433,154.9,118,3840,8.6,8,1278,1,Vigente
4188,Si,Si,2900,187.1,75,17527,148.5,142,6954,214.4,124,5317,5.5,7,682,2,Vigente
4189,No,No,0,236.5,84,22156,236,95,11053,228.6,124,5670,8.3,6,1234,2,Vigente
4190,No,No,0,186.5,108,17472,190.2,107,8910,187.8,103,4656,11,5,1636,1,Vigente
4191,Si,No,0,286.1,101,26801,306.1,94,14337,232.8,89,5774,10.3,1,1277,4,Fugado
4192,No,No,0,107.2,100,10039,221.1,100,10353,212.6,96,5273,8.3,3,1234,2,Vigente
4193,No,Si,3600,93.1,68,8722,246.1,83,11527,94.9,109,2353,8.7,8,1295,1,Vigente
4194,No,No,0,132.4,110,12403,254.1,81,11902,176.5,100,4375,13,6,1934,2,Vigente
4195,No,No,0,80.7,99,7560,262.3,93,12287,214.6,130,5323,8.8,3,1311,0,Vigente
4196,No,No,0,114.5,103,10728,228.8,100,10717,135.8,74,3367,10.7,3,1592,0,Vigente
4197,No,No,0,155.5,92,14568,192.3,104,9009,123.3,106,3058,10.5,3,1565,4,Fugado
4198,No,No,0,184.7,130,17301,194,105,9086,249.1,91,6177,9,4,1339,1,Vigente
4199,No,No,0,94.1,127,8816,283,97,13257,168.7,69,4182,10.3,6,1532,2,Vigente
4200,No,No,0,229.3,110,21478,118.2,89,5538,155,105,3846,7.9,4,1174,1,Vigente
4201,No,No,0,223.8,109,20966,233.4,68,10932,201.6,111,4998,8.8,8,1311,1,Vigente
4202,No,Si,2700,154.4,141,14464,210.6,109,9863,167.9,109,4166,7.8,3,1163,3,Vigente
4203,No,No,0,190.2,107,17814,209.2,75,9797,102.1,136,2529,14.2,5,2110,4,Fugado
4204,No,No,0,167,120,15643,209.1,102,9791,131,107,3251,8.6,2,1278,1,Vigente
4205,No,No,0,154.8,113,14502,261.8,121,12260,213,81,5279,11.6,5,1725,0,Vigente
4206,No,Si,3600,293.4,122,27484,174.1,91,8155,212,50,5257,6.9,6,1025,1,Vigente
4207,No,No,0,160.5,113,15037,287.3,134,13455,212.6,93,5273,8.2,3,1218,3,Vigente
4208,No,Si,2000,230.2,110,21561,177.5,111,8315,206.3,38,5113,11.9,2,1769,0,Vigente
4209,No,No,0,191.9,95,17974,116.7,105,5466,202.6,113,5025,8.2,5,1218,0,Vigente
4210,No,No,0,131.5,119,12320,222.3,119,10414,155.3,83,3851,11.1,7,1653,1,Vigente
4211,No,No,0,171.6,116,16073,219.4,111,10276,242.1,85,6000,12.1,4,1802,0,Fugado
4212,No,No,0,242.1,69,22679,235.2,150,11014,237.7,106,5896,10,5,1488,3,Fugado
4213,No,No,0,157.3,61,14734,242,119,11334,196,107,4860,10.6,1,1576,1,Vigente
4214,Si,No,0,192.7,82,18051,198,91,9273,204.2,95,5064,9,6,1116,1,Vigente
4215,No,No,0,175.6,91,16447,151.1,100,7075,201.5,100,4998,9.9,2,1471,1,Vigente
4216,No,Si,2900,239.6,84,22442,182.1,80,8529,118.3,100,2931,11,3,1636,2,Vigente
4217,No,No,0,96.9,110,9075,241.4,75,11307,141,69,3499,10.8,3,1609,0,Vigente
4218,No,No,0,129.5,104,12133,194,133,9086,287.9,65,7141,7.2,7,1069,2,Vigente
4219,Si,No,0,274,75,25666,162.8,110,7626,110,121,2727,7.7,3,955,4,Vigente
4220,No,No,0,111.7,86,10463,187.5,68,8783,194.8,128,4832,11.6,10,1725,2,Vigente
4221,No,No,0,142.7,82,13367,179.1,106,8386,141.4,88,3504,5,8,744,3,Vigente
4222,No,No,0,216.7,91,20299,233.9,104,10954,231.1,110,5730,9,4,1339,1,Vigente
4223,No,No,0,207.1,106,19401,283.5,124,13279,65.2,107,1614,10.5,2,1565,3,Vigente
4224,No,No,0,214.8,86,20123,230.9,94,10816,223.8,100,5549,5.8,3,865,3,Vigente
4225,No,No,0,142.9,67,13384,109.7,72,5135,293.6,112,7279,11.5,6,1714,0,Vigente
4226,Si,No,0,71.5,126,6700,166.8,127,7813,211.6,86,5246,8.3,2,1029,3,Fugado
4227,No,No,0,77.6,113,7268,126.9,75,5945,191,79,4733,14.9,4,2215,1,Vigente
4228,No,No,0,73.7,66,6904,160.5,132,7516,214.2,67,5312,13,6,1934,3,Vigente
4229,No,No,0,264.3,90,24756,216.4,101,10133,208.8,72,5179,9.6,3,1427,0,Fugado
4230,Si,No,0,103.2,100,9665,124.8,154,5846,336.1,111,8331,14,4,1736,2,Fugado
4231,Si,No,0,114.8,156,10756,135.3,78,6337,218.4,98,5416,15.6,4,1934,1,Fugado
4232,No,No,0,212.5,124,19908,215.5,110,10094,128,94,3174,5.2,9,771,3,Vigente
4233,No,Si,3600,288.2,120,26993,227.1,105,10634,198.2,113,4915,13.3,7,1978,1,Vigente
4234,No,No,0,192.4,98,18023,187,93,8761,132.9,82,3295,11.2,1,1664,0,Vigente
4235,No,No,0,102.2,76,9571,230,106,10772,183.4,136,4546,10.8,4,1609,1,Vigente
4236,Si,No,0,49.5,114,4639,214.1,98,10028,154.9,120,3840,10,4,1240,0,Vigente
4237,No,No,0,153.2,70,14348,231.7,91,10849,115.1,80,2854,9.8,3,1460,4,Fugado
4238,No,No,0,55.5,79,5201,163.5,104,7659,128.1,59,3174,10.1,4,1504,1,Vigente
4239,No,No,0,247.2,61,23153,168.7,122,7901,169.8,100,4210,6.6,1,981,0,Vigente
4240,No,Si,4000,99.7,116,9339,140.3,117,6573,221.3,76,5488,13.9,5,2066,3,Vigente
4241,No,No,0,220.2,117,20624,261.1,102,12227,165.9,132,4116,10.8,1,1609,2,Vigente
4242,No,No,0,116.9,75,10948,183.3,109,8585,307.4,119,7620,10,8,1488,2,Vigente
4243,No,No,0,175.9,98,16475,192.8,148,9031,278.2,110,6899,10.6,5,1576,0,Vigente
4244,No,No,0,208,95,19483,234.8,81,10998,266,80,6595,11.7,6,1741,3,Vigente
4245,No,Si,2800,239.9,110,22470,218.9,87,10254,166,46,4116,12.1,4,1802,1,Vigente
4246,No,No,0,136.5,95,12789,182.6,102,8552,233.6,93,5791,9.9,10,1471,1,Vigente
4247,Si,No,0,174.8,112,16376,218,125,10210,180.1,102,4463,12.7,6,1575,3,Vigente
4248,No,Si,2600,141.5,94,13257,196.4,123,9196,172.4,100,4276,12.9,1,1917,3,Vigente
4249,No,No,0,79.2,123,7416,212.1,106,9935,224.6,104,5571,10.2,4,1515,3,Vigente
4250,No,No,0,238.9,102,22376,161.4,115,7560,248.5,103,6160,13.4,4,1995,0,Vigente
4251,No,Si,3700,179.8,104,16844,144.8,115,6783,209.1,89,5185,11.1,8,1653,3,Vigente
4252,No,No,0,225.9,78,21158,243.1,83,11384,84.1,94,2083,13.5,2,2011,2,Fugado
4253,No,No,0,189.8,113,17781,271.5,111,12717,218.9,96,5427,13,5,1934,1,Vigente
4254,No,No,0,267,97,25010,204.3,151,9571,246.9,67,6122,11.3,7,1681,1,Fugado
4255,No,No,0,217.3,79,20354,218,106,10210,166.5,69,4127,11.5,7,1714,1,Vigente
4256,No,No,0,129.1,92,12094,148.9,132,6976,264,103,6546,16.8,7,2502,2,Vigente
4257,No,No,0,135.5,110,12695,146,116,6838,208,88,5157,10.7,4,1592,2,Vigente
4258,No,No,0,183.4,63,17180,183.6,80,8601,153.5,83,3807,10.7,4,1592,4,Fugado
4259,No,No,0,223,109,20888,286.2,76,13406,257.8,132,6392,7.5,7,1119,3,Fugado
4260,No,Si,2400,125.5,106,11758,161.2,95,7549,209.1,112,5185,15,4,2232,2,Vigente
4261,No,No,0,202,60,18921,213.9,105,10017,266.4,90,6606,12,1,1785,2,Vigente
4262,No,No,0,140,135,13114,138.9,103,6507,230.2,121,5708,6.1,6,909,0,Vigente
4263,No,No,0,126,90,11802,205.8,92,9637,217,121,5378,12.8,1,1906,0,Vigente
4264,No,No,0,228.2,68,21373,170.2,102,7973,168.9,72,4188,10.2,6,1515,1,Vigente
4265,No,No,0,278.4,121,26079,252.2,139,11813,202.3,96,5014,13.7,1,2039,1,Fugado
4266,No,No,0,285.3,75,26724,130.8,111,6127,181.8,99,4507,10.5,2,1565,2,Vigente
4267,No,No,0,222.9,100,20877,145.2,110,6799,170.6,129,4232,5.6,8,832,1,Vigente
4268,No,Si,3700,153.7,97,14398,271.4,91,12712,179,121,4441,8.3,2,1234,1,Vigente
4269,Si,No,0,176.1,88,16497,244.5,84,11450,189.9,99,4711,11.2,1,1389,2,Fugado
4270,No,Si,4100,306.9,71,28746,243.3,72,11395,125.9,114,3124,10.5,4,1565,2,Vigente
4271,No,No,0,203.4,85,19054,219.8,140,10293,240,107,5951,8.3,5,1234,1,Vigente
4272,No,Si,3700,230.7,112,21610,319.4,116,14960,299.4,77,7422,7.9,3,1174,2,Vigente
4273,No,No,0,118.9,106,11136,163.5,75,7659,195,131,4838,13.1,4,1951,0,Vigente
4274,No,Si,3400,219.5,85,20563,144,120,6744,258.2,84,6403,7,3,1041,1,Vigente
4275,Si,Si,3400,252.9,103,23687,220.1,79,10309,144.9,65,3593,11.4,3,1414,0,Vigente
4276,No,Si,4600,172.6,77,16166,203.4,102,9527,264.2,108,6551,10.4,2,1548,1,Vigente
4277,No,No,0,174.1,108,16310,209.6,96,9819,267.5,99,6634,11.6,2,1725,0,Vigente
4278,No,No,0,262,112,24542,82.7,60,3874,195.1,120,4838,10.7,5,1592,1,Vigente
4279,No,No,0,123.3,115,11549,130.4,91,6105,243.7,119,6044,11.2,3,1664,3,Vigente
4280,No,No,0,213.6,125,20007,133.9,54,6270,332.2,104,8237,7.5,2,1119,4,Vigente
4281,No,No,0,210.9,90,19753,272.2,101,12750,304.3,86,7543,10.6,5,1576,3,Fugado
4282,No,No,0,143.7,97,13461,229.6,110,10756,98.8,100,2452,11.8,5,1758,1,Vigente
4283,No,No,0,171.2,90,16034,173.9,65,8144,210.5,139,5218,14,4,2083,2,Vigente
4284,Si,No,0,189.6,96,17759,171.7,69,8039,222,102,5504,13.9,7,1724,1,Fugado
4285,No,No,0,229.5,91,21500,157.7,67,7383,162.4,76,4028,13.2,3,1962,2,Vigente
4286,No,No,0,128.6,108,12045,248.3,92,11632,130.1,115,3223,10.4,2,1548,4,Fugado
4287,No,Si,2600,214.8,82,20123,226.7,135,10618,206.7,97,5124,7.6,11,1130,1,Vigente
4288,No,No,0,187.1,110,17527,158,70,7400,211.4,123,5240,8.5,2,1267,2,Vigente
4289,No,Si,3100,209.3,90,19605,281.7,111,13191,190.1,66,4711,7.9,5,1174,0,Vigente
4290,No,No,0,141.7,102,13274,226.2,125,10596,100.1,93,2480,11.9,8,1769,0,Vigente
4291,No,Si,2200,173.6,66,16260,142.2,83,6662,156.5,93,3879,5.2,3,771,1,Vigente
4292,No,No,0,176.9,75,16569,204.2,86,9565,254.1,90,6298,6.1,4,909,1,Vigente
4293,Si,No,0,198.9,93,18629,210.6,86,9863,252.1,99,6248,14.4,12,1786,0,Fugado
4294,No,Si,2700,109.8,66,10287,207.3,76,9709,236.9,101,5874,10.3,7,1532,0,Vigente
4295,No,No,0,202.3,105,18949,195.4,131,9152,190.1,88,4711,9,2,1339,3,Fugado
4296,No,No,0,221.6,109,20756,126.2,94,5912,212.2,98,5262,6.4,2,953,0,Vigente
4297,No,No,0,131.3,105,12298,109.4,114,5124,246.2,125,6105,12.7,4,1890,4,Fugado
4298,Si,No,0,274,156,25666,263,69,12320,195.9,93,4860,11.3,3,1401,3,Fugado
4299,No,Si,3300,200.3,103,18762,216.9,96,10160,249.8,100,6193,15.5,4,2309,1,Vigente
4300,No,Si,3800,202.3,104,18949,292.4,105,13692,239.3,63,5934,11.2,1,1664,3,Vigente
4301,No,No,0,204,119,19109,161.7,90,7571,202.6,113,5025,9.4,4,1400,3,Vigente
4302,No,No,0,193.1,114,18089,75.5,61,3537,186.2,73,4617,11.1,1,1653,3,Vigente
4303,No,No,0,202.2,132,18938,158.9,78,7444,111.4,98,2761,8.6,4,1278,2,Vigente
4304,No,No,0,245.1,118,22960,185.2,94,8673,193.6,112,4799,8.1,3,1207,3,Vigente
4305,No,No,0,158.3,71,14827,168.3,119,7885,139.9,119,3471,6.6,6,981,2,Vigente
4306,No,No,0,138.1,79,12937,186.9,75,8755,194.2,105,4816,12.1,1,1802,0,Vigente
4307,No,No,0,212.7,92,19924,306.4,100,14348,140.3,90,3477,12.9,6,1917,0,Vigente
4308,No,No,0,304.2,111,28492,306.6,64,14359,207.9,98,5157,9.5,2,1416,7,Fugado
4309,No,Si,2400,212.4,157,19897,168.7,91,7901,199.4,112,4942,9.7,1,1444,2,Vigente
4310,Si,No,0,137.3,68,12860,143.8,94,6733,238.7,101,5918,8.9,1,1104,1,Fugado
4311,No,Si,1000,161.4,91,15119,183.1,102,8574,240.3,65,5956,12.9,3,1917,1,Vigente
4312,Si,No,0,202.9,108,19004,285.9,121,13389,219,102,5433,12.8,5,1587,1,Vigente
4313,No,No,0,272.2,75,25495,122.9,96,5758,252.6,100,6265,9.2,2,1366,0,Vigente
4314,No,No,0,98.2,103,9196,140.3,91,6573,140.2,106,3477,13.9,1,2066,1,Vigente
4315,No,No,0,80.8,81,7571,195.7,91,9163,190.1,66,4711,11.7,6,1741,1,Vigente
4316,No,No,0,207.2,114,19406,163.7,97,7664,192.8,79,4783,9.3,4,1383,7,Vigente
4317,No,No,0,227.7,134,21329,162.7,88,7620,279.4,90,6926,8.9,7,1322,4,Vigente
4318,No,No,0,208.8,117,19561,175.4,81,8215,171.5,105,4254,13.4,3,1995,0,Vigente
4319,No,No,0,159.9,61,14976,237.3,124,11114,290.2,99,7196,13.4,4,1995,3,Vigente
4320,Si,No,0,185.1,101,17340,266.7,75,12491,207.9,95,5157,9,3,1116,3,Vigente
4321,No,No,0,139.1,93,13031,237.9,100,11141,227.1,59,5631,11.4,3,1697,1,Vigente
4322,No,No,0,155.5,99,14568,167,75,7824,190.7,125,4728,13.2,4,1962,1,Vigente
4323,No,No,0,180.5,82,16910,242.4,103,11351,244.4,89,6061,10.3,7,1532,2,Vigente
4324,No,No,0,204.6,111,19164,134.4,109,6292,260.8,69,6469,5.7,7,849,1,Vigente
4325,Si,No,0,220.4,76,20646,276.4,122,12943,239.5,112,5940,11.4,5,1414,1,Fugado
4326,No,No,0,223.2,137,20905,144.7,119,6777,96,109,2380,8.6,4,1278,2,Vigente
4327,No,No,0,109.1,114,10221,231.4,113,10838,274,112,6794,9.6,4,1427,0,Vigente
4328,No,Si,3000,136.5,101,12789,174.9,74,8193,146.4,91,3631,10.9,3,1620,2,Vigente
4329,Si,No,0,192.8,96,18062,136.6,86,6397,151.8,75,3763,13.5,4,1674,1,Fugado
4330,No,No,0,179,88,16767,148.2,124,6943,146.8,116,3642,8.8,4,1311,2,Vigente
4331,No,No,0,293.8,94,27522,169.6,62,7945,160.4,103,3978,13.7,9,2039,0,Fugado
4332,No,No,0,226.6,98,21225,88.5,107,4144,166.2,105,4121,11.9,3,1769,2,Vigente
4333,No,No,0,313.6,110,29374,263.2,104,12326,139,93,3449,7.5,5,1119,1,Fugado
4334,No,No,0,130.5,66,12227,80.9,102,3791,221.6,116,5493,11.2,5,1664,1,Vigente
4335,No,No,0,186.8,102,17500,176.3,114,8259,222.2,84,5510,13,3,1934,0,Vigente
4336,No,No,0,110.2,92,10320,219.4,109,10276,188.1,67,4661,12.3,4,1829,2,Vigente
4337,No,Si,3300,228.2,85,21373,249.2,114,11670,93.5,89,2320,10.2,7,1515,0,Vigente
4338,Si,No,0,176.6,107,16541,179.4,98,8403,178.2,80,4419,16.6,5,2058,2,Fugado
4339,No,Si,4500,241.4,102,22613,206.4,78,9665,196.6,104,4876,9.4,6,1400,0,Vigente
4340,No,No,0,174.8,88,16376,197,94,9229,87,103,2160,8.6,6,1278,3,Vigente
4341,No,No,0,171.8,64,16095,177.1,83,8293,223,96,5532,10.3,4,1532,1,Vigente
4342,No,Si,3700,190.8,58,17874,221.9,101,10392,211.2,104,5235,12.3,4,1829,1,Vigente
4343,No,No,0,212.3,106,19886,191.1,71,8948,224.9,79,5576,9.4,8,1400,3,Vigente
4344,No,No,0,159,123,14894,233.3,95,10926,178.9,155,4436,15.2,3,2259,2,Vigente
4345,No,Si,3800,178.4,103,16712,184.4,79,8634,203.3,94,5042,7.2,3,1069,3,Vigente
4346,No,No,0,222.1,123,20806,276.8,92,12965,213.5,99,5295,9,3,1339,0,Vigente
4347,No,No,0,238.9,96,22376,196.1,92,9185,102.4,95,2540,11,1,1636,6,Vigente
4348,No,No,0,101.8,105,9538,348.9,107,16343,233.2,150,5780,7.5,5,1119,1,Vigente
4349,No,No,0,190,98,17797,196.1,111,9185,216.4,58,5367,8,6,1190,2,Vigente
4350,No,Si,1700,120,94,11240,79.5,104,3725,214,94,5306,8.7,1,1295,1,Vigente
4351,No,No,0,145.9,90,13665,148.1,105,6937,241.3,93,5984,8.4,1,1251,2,Vigente
4352,No,No,0,179.8,82,16844,176.1,78,8248,132.6,85,3289,12,5,1785,1,Vigente
4353,No,No,0,225.7,70,21142,206.9,90,9692,167.9,88,4166,13.8,3,2055,1,Vigente
4354,No,No,0,199.7,109,18706,114.2,68,5350,241,109,5978,7.1,2,1058,0,Vigente
4355,No,No,0,150,63,14051,225,90,10541,202.3,99,5014,9.2,5,1366,3,Vigente
4356,Si,No,0,247.1,114,23148,146.5,110,6860,208.9,94,5179,10.6,2,1314,4,Fugado
4357,No,No,0,215.7,75,20205,244.4,105,11444,211.2,91,5235,11.4,5,1697,2,Vigente
4358,No,No,0,94.8,102,8882,238.9,91,11191,279.4,94,6926,11.6,3,1725,2,Vigente
4359,No,No,0,79.3,115,7427,159,64,7450,245.7,99,6094,10.1,4,1504,1,Vigente
4360,No,No,0,157.2,81,14723,247.7,131,11599,215.7,141,5350,9.9,9,1471,1,Vigente
4361,No,No,0,119.8,123,11224,262.2,122,12282,219.8,111,5449,12.4,5,1846,1,Vigente
4362,No,No,0,170.6,116,15979,259.1,115,12133,214.2,111,5312,9.6,13,1427,1,Vigente
4363,No,Si,2400,229.1,86,21461,168.7,124,7901,245.4,75,6083,14.6,2,2171,1,Vigente
4364,No,No,0,135.1,112,12656,226.3,85,10601,115.2,108,2854,11.1,6,1653,1,Vigente
4365,Si,No,0,136.8,112,12816,197.5,134,9251,93.2,90,2309,10.3,5,1277,2,Vigente
4366,No,No,0,239.7,112,22453,221.1,122,10353,207.3,109,5141,11.1,3,1653,2,Vigente
4367,Si,No,0,159.6,136,14949,151,126,7075,142.1,53,3521,7.3,4,905,4,Fugado
4368,No,Si,3800,231.2,125,21654,174.8,121,8188,171.2,87,4243,12.4,2,1846,4,Vigente
4369,No,No,0,203.7,95,19081,212.6,122,9957,177.1,103,4391,7.9,1,1174,3,Vigente
4370,No,Si,4300,157.8,122,14783,132.3,108,6199,137.1,81,3400,5.6,2,832,2,Vigente
4371,No,No,0,160.6,110,15042,185.2,120,8673,120.2,104,2981,9.1,4,1355,1,Fugado
4372,Si,No,0,261.1,96,24459,170.9,120,8006,71.1,89,1763,0,0,0,3,Fugado
4373,No,No,0,138.7,92,12993,205.8,73,9637,247.9,119,6149,9.8,5,1460,1,Vigente
4374,No,No,0,226.6,126,21225,143.6,107,6728,94.9,123,2353,12.1,5,1802,1,Vigente
4375,No,No,0,229.1,120,21461,172.4,79,8072,243.6,102,6039,11,4,1636,3,Vigente
4376,No,No,0,157.4,83,14745,47.3,102,2215,160.4,92,3978,11.4,5,1697,0,Vigente
4377,No,Si,2500,185.6,109,17384,167.3,89,7835,171.6,100,4254,10.7,3,1592,1,Fugado
4378,No,No,0,217.2,73,20343,190.8,127,8937,133.5,97,3312,5.2,3,771,4,Vigente
4379,No,No,0,183.1,128,17153,241,93,11290,211.1,108,5235,12.5,4,1862,0,Vigente
4380,No,Si,3400,218.5,89,20470,160.7,76,7527,181.6,76,4502,4.9,5,727,4,Vigente
4381,No,No,0,143.8,76,13472,274.8,103,12871,194.7,105,4827,12.3,1,1829,0,Vigente
4382,No,Si,3100,223.6,83,20944,235.6,77,11037,153,119,3796,4.7,8,700,4,Vigente
4383,No,No,0,189.1,104,17715,313.9,124,14701,227.9,128,5653,8.2,2,1218,1,Vigente
4384,No,No,0,143,100,13395,193.4,89,9058,59.5,81,1477,12.3,8,1829,4,Fugado
4385,No,Si,3900,147.2,105,13786,168.8,96,7907,165.3,118,4099,13,4,1934,1,Vigente
4386,No,Si,3200,224,75,20982,97.5,103,4568,211.6,80,5246,10.7,5,1592,2,Vigente
4387,Si,No,0,132.9,132,12447,208.2,82,9753,260.5,42,6458,14.4,11,1786,2,Fugado
4388,No,No,0,160.3,110,15015,53.2,92,2491,130.7,119,3240,10.5,4,1565,0,Vigente
4389,No,Si,2100,213.8,103,20029,257.7,72,12067,218.4,114,5416,7.2,6,1069,1,Vigente
4390,No,No,0,248.2,128,23247,211.2,96,9890,147.1,117,3648,10,6,1488,2,Vigente
4391,No,Si,2500,174.6,88,16354,243.8,118,11417,259.7,103,6441,12.2,3,1813,3,Vigente
4392,No,Si,2300,205.5,102,19252,209.5,83,9813,182.3,99,4518,6.4,4,953,0,Vigente
4393,No,No,0,209.1,104,19588,189.4,96,8871,214.4,83,5317,14.8,4,2204,3,Vigente
4394,No,No,0,251.1,81,23522,178.3,106,8353,184.6,90,4579,12.7,5,1890,0,Vigente
4395,No,No,0,187.6,113,17571,217.4,115,10182,139.7,92,3466,9.8,5,1460,3,Vigente
4396,No,No,0,137.3,94,12860,232.4,87,10882,206,105,5108,9.8,4,1460,1,Vigente
4397,No,Si,3700,197.5,89,18503,228.7,141,10711,313.4,121,7769,19.7,2,2931,1,Vigente
4398,No,No,0,221.6,88,20756,231.8,87,10855,211.7,116,5251,8.6,9,1278,1,Vigente
4399,No,No,0,200.7,151,18800,290.8,127,13621,186.7,105,4628,10.2,9,1515,1,Vigente
4400,No,No,0,226.3,82,21197,178.9,101,8381,181.5,90,4502,8.9,4,1322,0,Vigente
4401,No,No,0,212.8,79,19935,90.9,145,4259,152.3,67,3774,11.9,3,1769,2,Vigente
4402,No,No,0,213.3,99,19979,153.1,79,7169,227.9,98,5653,10.8,5,1609,1,Vigente
4403,Si,No,0,177.1,102,16591,249.1,102,11665,153.3,66,3802,8.8,4,1091,2,Vigente
4404,No,No,0,229.2,59,21467,142.8,107,6689,291.6,109,7229,8.5,5,1267,0,Vigente
4405,No,Si,2400,129.4,120,12122,159.8,68,7483,214.4,83,5317,12.6,4,1873,4,Fugado
4406,No,No,0,203.1,97,19026,132,76,6182,250.9,94,6221,9.2,4,1366,4,Vigente
4407,Si,No,0,232.2,98,21748,244.7,91,11461,151.3,69,3752,10.6,1,1314,7,Fugado
